,종목_list,2018_매출액,2019_매출액,2020_매출액,2021_매출액,2018_유동자산,2019_유동자산,2020_유동자산,2021_유동자산,2018_유동부채,2019_유동부채,2020_유동부채,2021_유동부채,2018_총자산,2019_총자산,2020_총자산,2021_총자산,2018_총부채,2019_총부채,2020_총부채,2021_총부채,2017_roa,2018_roa,2019_roa,2020_roa,2021_roa,2018_이익잉여금,2019_이익잉여금,2020_이익잉여금,2021_이익잉여금
410,신성이엔지,"4,247","4,028","4,824","4,545","1,598","1,769","1,852","2,512","2,720","2,775","2,046","2,250","4,131","4,166","4,234","4,767","2,991","2,944","2,320","2,686",-5.7,2.0,0.5,-3.3,-3.5,-655,-634,-771,-930
411,신성통상,"9,549","10,272","11,999","7,432","4,389","4,756","5,103","6,302","3,557","4,528","4,197","4,846","6,919","8,583","8,985","10,256","4,631","6,276","6,335","7,115",0.4,0.4,0.0,3.3,10.2,861,856,"1,144","1,726"
412,신세계,"51,857","63,942","47,693","63,164","18,369","18,312","16,637","19,104","32,448","31,730","36,090","35,705","111,013","130,185","127,691","136,445","60,991","75,034","77,119","78,821",2.1,2.7,4.9,-0.5,2.9,"24,392","29,209","27,882","30,845"
415,신세계인터내셔날,"12,627","14,250","13,255","14,508","4,037","4,363","4,268","4,598","2,462","2,923","3,002","2,038","9,825","11,289","11,475","11,591","4,376","5,296","5,062","4,395",2.5,6.0,7.0,4.5,7.2,"3,889","4,434","4,848","5,611"
416,신세계푸드,"12,786","13,201","12,403","13,329","2,145","2,839","2,471","2,718","1,867","2,605","2,467","1,771","6,250","7,333","8,872","8,795","3,081","4,182","6,039","5,947",3.6,1.4,0.6,-2.7,0.3,"2,293","2,278","1,974","1,971"
417,신송홀딩스,"1,633","2,630","2,059","1,864",394,658,303,356,359,642,394,541,"2,053","1,999","1,678","2,482",802,"1,092",773,"1,529",-3.3,-6.0,-17.0,1.5,3.6,400,56,74,136
418,신영와코루,"1,742","1,781","1,780","1,894","1,517","1,496","1,784","1,703",256,273,455,540,"3,452","3,483","3,734","3,887",320,339,563,658,2.7,1.3,0.8,0.8,1.7,"2,533","2,535","2,566","2,606"
419,신영증권,"1,194","1,229","1,330",875,"16,936","14,590","7,376","9,052", , , , ,"99,442","96,293","98,208","113,338", , , , ,10.3,9.7,9.6,3.0,2.7,185,298,654,615
420,신원,"6,215","6,749","6,943","8,794","2,738","2,726","2,731","3,484","2,031","1,391","1,358","1,948","4,123","4,034","4,058","5,036","2,293","2,019","2,202","2,921",-2.3,-1.5,0.1,-2.3,2.3,"1,182","1,199","1,125","1,237"
422,신풍제약,"1,874","1,897","1,978","1,892","2,246","2,192","3,328","2,272","1,462","1,340",833,286,"3,810","3,801","4,872","3,926","1,735","1,710","1,128",380,0.2,0.7,1.4,1.2,-2.6,"1,437","1,465","1,566","1,392"
423,신풍제지,"1,541","1,569",338,259,839,"1,140",661,737,"1,078","1,144",55,38,"1,673","1,856","1,078",939,"1,151","1,167",73,45,0.5,5.4,11.1,22.4,-10.0,435,603,918,804
424,신한,506,580,375,6,381,695,314,329,687,"1,254",760,785,"1,522","1,707","1,128","1,141","1,028","1,314",867,891,-9.9,-1.8,-3.6,-9.3,-3.9,-108,-182,-311,-322
427,신흥,"1,215","1,230","1,167","1,269",567,499,615,540,400,445,506,362,"1,327","1,389","1,462","1,386",454,587,543,372,2.4,2.3,0.5,8.7,9.5,738,666,783,888
428,쌍방울,"1,017",955,972,970,914,817,971,"2,713","1,446","1,479","1,055","1,449","3,802","3,404","3,505","3,956","1,761","1,743","1,351","1,673",33.9,-19.0,-10.1,-4.7,-5.0,335,-35,-220,-408
429,쌍용C&E,"15,100","15,385","14,708","16,614","7,808","7,467","7,080","6,292","5,274","6,821","4,542","6,652","34,293","33,680","33,268","35,648","14,497","15,667","16,371","19,093",9.0,4.2,3.9,4.1,5.4,"6,766","5,893","12,216","16,489"
430,쌍용차,"37,048","36,239","29,502","24,293","5,711","4,975","5,467","4,394","9,951","9,871","12,601","13,461","22,056","20,192","17,686","18,630","15,124","16,161","18,568","19,436",-3.0,-2.8,-16.2,-26.6,-14.2,-856,"-4,253","-9,163","-11,312"
431,써니전자,187,256,164,164,237,152,470,605,45,70,14,83,546,615,654,772,125,76,16,90,2.5,8.0,1.1,9.2,6.3,-38,-32,25,69
432,씨아이테크,323,407,414,472,202,181,225,274,135,162,326,229,430,587,751,795,187,248,424,317,-28.7,-7.5,-8.8,-7.0,-8.1,-241,-154,-200,-269
433,씨에스윈드,"5,022","7,994","9,691","12,034","3,867","4,267","5,472","10,729","2,258","3,138","3,322","5,727","6,064","7,356","8,807","17,739","2,879","3,658","4,371","8,271",10.1,1.4,5.2,4.2,4.9,"1,706","1,958","2,186","2,679"
434,아남전자,"1,923","2,433","2,647","3,598",831,889,"1,433","2,181",779,851,"1,313","1,840","1,395","1,465","1,928","2,720",839,888,"1,336","1,936",-1.2,-10.0,0.3,3.1,5.7,186,160,200,357
435,아모레G,"60,782","62,843","49,301","53,261","24,896","29,059","28,531","30,155","8,976","12,259","11,702","12,733","73,874","82,814","77,887","80,381","11,449","18,012","15,167","15,625",6.8,5.1,3.6,0.3,3.7,"25,458","26,483","26,319","27,619"
436,아모레퍼시픽,"52,778","55,801","44,322","48,631","15,672","18,031","18,257","20,185","7,632","10,666","9,659","11,575","53,711","59,890","57,019","61,167","9,247","14,902","12,375","13,724",7.5,6.2,3.9,0.4,3.1,"37,260","38,738","38,477","39,378"
437,메타랩스,474,869,490,393,417,355,273,364,292,246,164,256,"1,071",983,770,850,339,397,236,286,-60.2,-17.9,-24.7,-22.1,-18.1,"-1,074",-262,-190,-178
438,아세아,"16,276","15,424","15,271","18,465","7,009","6,715","6,580","8,007","4,075","3,670","3,637","4,828","28,403","28,844","28,875","31,153","14,564","14,234","13,599","13,991",4.2,4.3,3.3,2.9,6.7,"9,115","9,512","9,893","10,897"
439,아세아시멘트,"8,438","8,368","7,875","8,926","4,056","3,775","3,469","4,109","2,263","2,340","2,194","3,041","19,287","19,308","19,014","20,373","11,428","11,250","10,778","11,177",6.3,1.2,1.5,1.3,5.0,"1,910","2,069","2,242","3,155"
440,아세아제지,"7,758","6,977","7,316","9,457","2,803","2,689","2,905","3,592","1,712","1,297","1,384","1,687","8,124","8,482","8,823","9,696","2,789","2,634","2,488","2,552",0.7,10.0,7.4,6.3,9.8,"2,531","3,046","3,530","4,346"
441,아시아나항공,"71,834","68,868","38,781","43,397","15,136","15,608","23,862","25,653","33,693","45,584","52,472","52,393","81,911","135,034","138,515","130,827","70,979","125,951","127,621","125,616",3.1,-2.3,-7.5,-3.7,-3.8,-662,"-8,806","-13,054","-9,817"
442,아이마켓코리아,"29,352","29,238","28,394","31,325","8,651","8,691","8,668","8,349","6,041","6,047","6,314","6,445","10,783","10,969","11,108","11,202","6,367","6,703","6,939","7,034",1.3,1.9,2.4,2.6,4.0,"2,571","2,580","2,569","2,329"
443,아이에스동서,"15,968","7,706","12,004","16,084","12,712","17,017","22,685","21,247","8,105","8,525","11,568","14,997","21,827","28,838","36,215","35,098","10,749","16,102","22,315","20,529",9.0,11.0,2.9,4.4,3.1,"6,491","6,757","7,793","8,327"
445,HDC랩스,"2,720","2,524","2,604","2,746","1,517","1,421","1,929","3,195",718,676,536,"1,317","2,900","2,372","2,180","4,114",824,686,541,"1,456",9.2,8.6,-2.2,6.9,2.9,"1,264","1,149",855,877
446,우리금융캐피탈,"2,186","2,547","2,937",684,"3,830","3,232","3,584","3,959", , , , ,"62,014","74,732","88,801","82,420", , , , ,1.4,1.8,1.3,-1.4,1.6,"4,512","5,253","5,477","5,785"
448,알루코,"5,068","4,544","4,953","5,056","2,607","2,751","2,821","3,340","3,841","4,035","3,663","3,675","7,443","7,726","7,014","7,802","4,636","4,867","4,395","4,875",2.8,0.5,-0.9,-4.3,0.3,978,900,755,804
450,폴루스바이오팜,102,95,65,0,61,113,105,103,"1,211",884,820,822,"1,643","1,509","1,482","1,478","1,256",916,846,847,-5.2,-22.2,-8.4,-2.9,-0.5,-471,-534,-557,-563
451,애경케미칼,"10,314","10,170","9,089","15,701","3,028","2,981","2,962","6,048","1,474","1,212","1,261","4,819","4,985","4,928","5,322","12,450","1,565","1,328","1,409","5,558",15.0,11.0,6.1,8.7,8.7,"2,207","2,377","2,700","3,328"
452,에넥스,"4,457","3,636","2,337","2,018","1,082",834,716,718,855,656,596,575,"1,554","1,320","1,129","1,329",960,779,677,665,1.3,0.7,-2.6,-7.3,8.2,114,66,-22,79
453,에스엘,"15,986","22,622","25,050","30,011","8,877","13,992","14,404","16,013","5,397","7,294","7,741","8,985","17,304","22,736","23,390","25,675","7,076","8,949","9,138","10,490",6.2,1.5,4.4,2.8,3.9,"8,675","9,120","9,722","10,364"
454,에스원,"20,183","21,515","22,233","23,125","6,615","7,332","7,977","8,644","3,061","3,841","4,129","4,173","16,829","17,950","19,067","19,730","4,205","4,674","5,225","5,301",9.4,6.3,8.4,7.7,6.7,"12,030","12,676","13,240","13,786"
455,에쓰씨엔지니어링,"2,508","2,401",725,757,"1,453","1,564",204,769,"1,774","1,461",451,659,"3,670","3,739",686,"1,164","2,218","2,186",489,719,-3.7,-3.2,-1.2,-0.5,-8.6,-421,-418,-279,-351
457,에이블씨엔씨,"3,455","4,222","3,075","2,001","2,648","2,004","1,383","1,224",653,967,665,639,"3,881","4,337","2,548","2,084",693,"1,769",980,850,2.7,-3.1,-2.4,-28.4,-20.4,"1,363","1,259",369,15
459,에이프로젠제약,454,509,533,565,873,"2,135","3,365","3,535",620,108,87,94,"2,171","3,653","6,153","6,146",666,176,170,174,-11.8,-0.7,-1.2,3.9,1.5,-333,-418,-301,-211
460,엔씨소프트,"17,151","17,012","24,162","23,088","15,764","20,879","24,444","24,526","4,731","4,498","5,093","6,634","29,413","33,464","40,812","45,819","5,623","8,342","9,365","14,307",15.1,13.0,11.4,15.8,9.1,"21,638","23,821","28,568","30,715"
461,엔에스쇼핑,"4,741","4,980","5,391","5,838","1,231","1,128","2,100","1,712","2,194","1,523","4,255","4,112","8,140","9,208","11,512","11,338","3,728","4,943","7,319","7,548",7.0,4.4,-0.9,0.6,-3.1,"4,384","4,256","4,259","3,864"
462,엔케이,"1,084",737,694,691,722,490,709,717,759,508,447,267,"2,055","1,469","1,402","1,307",846,544,507,280,-2.7,-13.1,-15.1,0.0,8.2,-249,-487,-483,-371
463,플레이그램,65,88,341,408,226,266,400,"1,139",20,8,57,768,452,427,690,"1,295",26,14,69,778,-11.3,-26.0,-7.5,6.5,-18.2,-364,-397,-361,-179
464,영보화학,"1,439","1,312","1,074",997,739,763,731,762,322,336,271,246,"1,761","1,808","1,747","1,799",326,341,272,247,16.4,3.2,2.7,1.5,2.0,"1,284","1,312","1,326","1,354"
465,영원무역,"21,013","23,883","24,664","27,925","13,371","15,009","16,846","20,448","4,694","6,229","5,950","5,252","26,389","31,045","30,383","35,476","9,758","11,356","10,443","11,134",4.1,4.5,6.1,5.9,10.2,"9,799","11,303","13,569","16,330"
466,영원무역홀딩스,"25,187","27,380","28,510","32,405","16,704","18,634","21,501","26,196","5,243","6,712","6,488","5,958","32,622","37,894","37,325","43,256","10,820","12,137","11,154","11,705",4.2,5.1,6.5,6.2,11.1,"8,274","9,388","11,220","13,289"
468,영풍,"29,714","30,841","31,834","35,821","13,751","14,648","15,784","18,467","7,100","6,685","7,892","10,108","47,216","48,327","50,009","55,210","12,142","11,342","12,887","16,187",6.1,1.0,4.3,1.7,3.2,"30,158","32,300","33,431","34,600"
469,영풍제지,"1,112",997,982,"1,206",821,541,730,855,260,170,175,194,"1,390","1,395","2,021","2,096",278,198,756,776,3.1,10.7,6.7,5.0,3.1,843,926,"1,007","1,062"
471,영흥,"1,965","1,975","1,997","4,086","1,050","1,449","1,214","2,422",900,979,"1,351","2,274","2,930","3,109","3,377","5,190","1,266","1,445","1,911","3,210",-1.4,-1.8,0.4,-7.0,2.3,"1,122","1,123",901,964
472,예스코홀딩스,"10,954","11,082","11,014","12,667","5,063","6,924","8,785","5,550","4,329","4,500","5,400","4,222","14,646","15,443","15,641","14,230","8,647","9,353","10,428","8,894",2.0,-2.5,1.5,-5.0,1.8,"5,158","5,270","4,520","4,638"
473,오뚜기,"22,468","23,597","25,959","27,390","8,226","6,698","7,799","10,281","5,217","5,248","5,702","7,013","20,635","21,521","23,393","26,058","7,878","8,056","8,974","10,674",8.0,8.5,4.7,4.9,5.3,"12,602","13,312","14,119","15,164"
474,오리엔트바이오,304,372,520,452,323,237,291,398,149,135,152,221,841,759,715,821,214,234,230,293,-9.1,-22.0,-16.0,-21.2,5.9,-613,-75,-197,-162
475,오리온,"19,269","20,233","22,298","23,555","5,692","5,963","7,975","11,462","5,003","4,645","3,455","5,219","23,514","24,523","26,654","31,204","9,068","7,848","7,679","8,279", ,6.2,9.2,10.7,9.1,"1,911","3,784","6,222","8,474"
476,오리온홀딩스,"19,977","21,036","22,805","24,151","8,032","7,608","9,425","13,008","5,430","4,954","4,382","6,410","43,421","43,663","44,976","49,618","11,655","10,287","10,028","10,909",41.2,2.7,3.6,4.9,4.8,"2,666","2,914","3,457","4,055"
477,웰바이오텍,739,523,604,"1,216",716,724,299,"1,218",342,328,417,"1,018","1,112","1,198",709,"1,368",348,442,514,"1,035",-11.9,-16.5,-14.3,-71.1,-18.9,-618,-780,"-1,454","-1,627"
478,용평리조트,"1,814","1,294","1,274","2,363","1,040","1,088","1,671","1,009","1,871","2,233","3,467","2,014","8,128","8,499","9,119","8,415","3,986","4,542","5,341","4,552",1.9,1.2,-1.7,-2.0,1.0,"1,546","1,369","1,193","1,275"
479,팜젠사이언스,891,951,966,"1,099",810,506,749,774,330,303,377,711,982,"1,000","1,355","2,203",413,438,520,934,6.7,5.4,0.2,7.8,18.2,123,107,203,530
480,우리들휴브레인,336,562,66,186,543,456,345,824,425,332,588,533,614,698,"1,383","1,763",429,339,622,569,-8.9,-24.7,-7.3,10.8,5.0,-323,-371,-259,-181
483,우성,"2,893","3,408","3,886","4,805","1,392","2,012","1,784","1,976",966,"1,466","1,232","1,521","2,822","3,359","3,135","3,446","1,230","1,627","1,361","1,724",0.4,-1.6,3.8,1.8,-1.8,"1,506","1,633","1,671","1,618"
484,우신시스템,"3,030","2,890","2,407","2,623","1,567","1,698","1,836","1,782","1,589","1,670","1,898","1,945","2,972","3,167","3,245","3,096","1,867","1,983","2,243","2,204",-0.3,-1.4,1.7,-4.4,-4.1,714,942,778,658
485,우진,939,889,892,"1,076",615,756,699,995,380,311,532,282,"2,110","1,999","2,402","2,298",800,671,738,702,-8.4,-3.6,-6.8,15.4,-2.6,343,224,546,448
486,우진플라임,"1,719","1,818","2,050","2,340","1,196","1,091","1,167","1,266","1,018","1,651","1,659","1,608","2,877","2,678","2,676","2,764","2,210","2,152","2,068","1,942",0.2,-4.5,-4.9,2.9,8.3,470,330,410,625
487,웅진,"2,787","8,199","8,862","9,799","4,863","25,758","5,540","4,966","4,977","25,576","7,621","5,885","7,599","29,016","10,870","10,660","5,342","26,366","8,979","8,455",0.8,-12.6,-13.0,-1.3,3.2,847,-852,"-1,122",-886
488,웅진씽크빅,"6,429","6,522","6,461","8,139","4,705","22,362","4,466","4,612","3,218","19,632","2,861","3,701","6,533","24,536","6,661","7,716","3,343","19,818","2,914","3,981",4.8,3.8,-9.7,0.0,6.2,"1,248",936,"2,052","2,372"
490,원림,789,791,684,797,681,776,986,914,273,301,315,267,"1,500","1,631","1,773","1,703",374,468,439,348,3.8,0.3,2.8,10.8,1.6,645,674,829,829
491,윌비스,"2,777","2,696","2,396","2,765","2,008","1,658","1,802","1,956","1,499","1,605","1,630","1,658","3,048","2,810","2,848","2,941","1,728","1,792","1,857","1,834",0.2,-2.2,-12.5,-0.9,-3.0,25,-339,-360,-439
493,유니드,"8,140","8,752","8,905","10,973","4,402","4,308","4,910","6,708","3,075","2,371","2,606","2,871","11,119","10,763","11,208","13,477","4,564","3,675","3,388","3,546",3.8,3.2,6.2,7.0,14.8,"6,512","7,115","7,758","9,286"
494,유니온,"2,089","2,101","1,892","2,159","1,108","1,294","1,298","1,338","1,248","1,306","1,173","1,246","3,066","3,252","3,544","3,662","1,593","1,824","1,784","1,825",0.7,-18.0,-4.0,4.5,2.9,997,810,944,"1,016"
495,유니온머티리얼,"1,123","1,068",935,"1,183",667,800,841,872,495,542,617,667,"1,443","1,749","1,845","1,867",657,888,"1,013","1,028",-0.6,-6.2,1.4,-0.8,0.3,362,351,314,318
496,유니켐,836,"1,088","1,262","1,233",713,885,975,998,539,596,892,"1,282","1,186","1,697","2,858","3,359",557,810,"1,822","2,079",7.4,11.1,11.2,4.9,1.1,107,257,349,368
497,유니퀘스트,"2,656","3,353","4,028","5,910","1,859","1,913","2,148","2,717","1,133","1,275","1,367","1,701","3,241","3,497","3,800","4,903","1,325","1,353","1,433","1,818",3.2,3.6,6.7,5.6,13.9,"1,626","1,850","2,048","2,640"
498,유성기업,"2,466","2,596","2,415","2,764","1,946","2,115","1,985","1,768",391,440,725,519,"3,756","3,964","4,113","4,100",852,905,"1,162","1,049",1.8,1.8,4.9,-0.7,2.5,"2,371","2,498","2,402","2,444"
499,유수홀딩스,"3,843","3,661","3,348","5,037","2,393","4,444","3,125","3,088",822,"1,687",992,739,"5,411","5,220","4,982","5,017","2,095","1,934","1,099",937,4.5,4.8,-0.5,12.3,7.8,303,337,"2,216","2,335"
500,유안타증권,954,"1,001","1,292","1,557","38,577","38,266","47,995","53,883", , , , ,"118,618","123,423","149,482","147,149", , , , ,-23.3,18.9,12.5,8.8,13.7, , , , 
501,와이투솔루션,911,"1,083","1,074","1,015",755,613,769,806,769,805,792,281,"1,942","1,948","1,132","1,185",867,922,813,309,2.7,-15.1,-11.1,-28.0,-8.3,-206,-406,-802,-899
502,유엔젤,335,266,271,297,331,290,323,419,101,89,92,69,512,462,486,617,102,108,131,95,-12.1,3.6,-10.6,-2.4,26.5,236,186,180,319
503,유유제약,831,909,981,"1,157",689,651,645,989,278,425,184,300,"1,352","1,377","1,549","1,930",484,472,379,643,3.7,3.4,4.1,1.7,-0.5,397,427,419,365
504,유진투자증권,948,870,"1,034","1,109","15,826","9,188","19,326","18,328", , , , ,"72,503","77,384","100,769","91,755", , , , ,7.1,8.6,13.4,6.4,6.5, , , , 
505,유한양행,"15,188","14,804","16,199","16,878","11,110","11,170","11,955","12,241","3,497","3,522","3,822","4,320","21,738","21,172","23,935","24,638","5,221","4,672","5,470","5,279",5.3,2.7,1.7,8.4,4.1,"15,354","15,454","16,913","18,003"
507,율촌화학,"4,898","5,066","5,207","5,387","2,071","2,084","2,194","2,691","1,959","1,299","1,598","1,696","6,142","6,065","6,133","6,667","2,780","2,645","2,657","3,207",4.9,2.5,3.0,3.3,1.3,"3,118","3,177","3,236","3,216"
508,이건산업,"3,396","2,797","2,569","2,768","1,166",998,840,"1,166","1,666","1,542","1,189","1,504","4,342","4,226","3,832","4,193","2,537","2,441","2,107","2,295",1.2,1.5,0.2,0.4,2.9,"1,185","1,172","1,168","1,253"
510,이노션,"12,392","12,743","12,211","15,020","15,757","15,713","15,796","17,385","9,340","10,630","10,518","11,819","17,409","20,755","20,440","22,016","9,991","12,945","12,600","13,668",4.6,5.5,5.0,4.1,4.1,"6,149","6,551","6,885","7,113"
511,이마트,"170,491","190,629","220,330","249,327","22,856","36,499","40,630","51,884","49,983","54,063","59,882","98,170","167,539","210,948","223,404","312,421","78,964","108,880","118,438","188,418",4.0,2.9,1.2,1.7,5.9,"27,727","27,943","30,711","45,780"
512,이수페타시스,"5,603","5,142","3,932","4,696","2,688","2,247","2,243","3,103","2,683","3,026","2,950","2,982","5,056","4,167","3,894","4,497","3,279","3,407","3,243","3,242",-2.9,-1.5,-19.8,-3.4,-0.9,"1,168",168,7,-54
513,이수화학,"15,311","15,137","13,133","17,033","4,653","5,574","5,129","6,686","4,150","4,771","5,082","5,218","9,357","10,604","9,691","11,689","5,332","6,843","6,832","7,771",-0.1,-0.2,-2.2,-14.1,9.0,605,316,-594,-232
515,이아이디,"1,213","1,410","1,652","2,224",346,"1,224",999,"1,776",57,647,646,"2,516",800,"2,053","2,259","5,193",61,673,786,"2,616",1.0,-7.5,0.3,-10.4,1.6,-62,-94,-206,-205
516,이엔플러스,398,404,274,554,380,442,196,487,517,380,272,291,913,"1,173",906,"1,028",528,714,351,304,-32.0,-11.7,-32.9,-13.6,-20.2,-186,-565,-703,-901
517,이연제약,"1,230","1,316","1,300","1,428","2,244","1,303","1,178","1,648",425,330,488,475,"3,032","2,735","3,176","4,780",778,522,875,"2,327",5.2,0.5,1.7,1.3,1.4,"2,063","2,030","2,002","2,023"
519,이화산업,691,617,511,578,457,427,800,547,509,899,"1,018",337,"2,875","2,827","2,834","2,748","1,046","1,048","1,089",413,-1.1,-0.6,-1.7,-1.3,21.2,525,479,455,925
520,인디에프,"1,976","2,025","1,528","1,487",948,835,770,722,666,672,809,718,"1,381","1,494","1,386","1,253",718,867,975,873,0.5,0.2,-2.3,-15.1,-15.2,6,-30,-245,-441
521,인스코비,586,758,578,717,280,206,260,369,140,128,264,425,574,509,762,"1,094",266,250,331,435,-1.0,-15.7,-44.7,14.3,5.5,-501,-730,-637,-584
522,인지컨트롤스,"5,041","4,942","4,587","4,849","1,759","1,722","1,724","1,850","2,173","2,302","2,253","2,464","4,554","5,079","5,113","5,434","2,576","3,204","3,242","3,468",-0.2,0.2,-1.6,-0.5,0.5,"1,821","1,763","1,729","1,758"
523,인천도시가스,"5,844","5,735","5,045","5,042","1,709","1,705","1,470","1,664",960,928,587,872,"3,478","3,653","3,402","3,606","1,677","1,803","1,485","1,692",3.7,4.4,3.0,3.2,1.1,"1,371","1,420","1,488","1,485"
524,인터지스,"4,924","4,782","4,583","5,889","1,791","1,549","1,794","1,805","1,744","1,477","1,147","1,538","4,701","4,200","3,860","3,886","2,468","2,398","1,968","1,817",1.2,-2.9,-9.9,1.1,3.6,660,391,454,657
525,인팩,"3,504","3,608","3,842","4,393","1,245","1,279","1,489","1,578","1,376","1,536","1,693","1,846","2,844","2,943","3,198","3,540","1,666","1,844","2,053","2,329",-0.9,0.8,-1.7,1.9,1.6,993,909,927,938
526,일동제약,"5,039","5,175","5,618","5,601","2,105","2,334","2,332","3,016","1,629","2,118","1,850","3,641","5,647","6,127","6,053","7,090","2,878","3,598","3,507","5,484",3.6,2.3,-2.3,-2.1,-15.4,174,-49,149,-820
527,일동홀딩스,471,"2,922","5,965","5,924",549,"2,633","2,914","3,676",817,"3,244","3,411","5,393","2,655","8,097","8,110","9,208","1,005","4,859","5,054","7,374",-0.2,-1.4,-6.9,-3.9,-15.6,326,73,-106,-815
528,일성건설,"3,640","3,758","3,410","4,162","2,121","2,382","1,263","2,124","1,789","2,158","1,412","1,637","3,087","3,509","2,985","3,793","2,187","2,598","2,082","2,699",-4.1,0.8,0.6,0.9,1.7,124,135,148,193
530,일신방직,"5,039","4,962","4,649","6,010","3,583","3,838","4,547","4,853","1,192","1,315","1,554","1,794","9,373","9,536","9,642","10,440","2,141","2,304","2,346","2,497",1.9,2.4,0.8,1.1,6.4,"6,845","6,867","6,982","7,582"
532,일양약품,"3,000","3,246","3,433","3,713","1,614","1,714","1,625","2,036","1,837","1,803","1,771","1,982","4,323","4,375","4,391","4,943","2,224","2,147","1,942","2,225",3.0,0.8,4.5,4.9,5.6,-10,210,314,435
533,일정실업,480,398,313,318,407,315,228,187,242,230,107,198,683,605,468,413,254,310,212,228,-8.4,-10.1,-21.1,-7.9,-16.9,315,180,139,64
534,일진다이아,"1,340","1,644","1,687","1,877",966,"1,758","1,473","5,259",440,479,369,729,"1,599","2,498","2,477","6,418",566,648,592,"1,067",4.9,4.9,6.4,2.9,2.4,882,961,979,"1,011"
535,일진디스플,"2,064",957,669,"1,014",640,306,194,302,682,673,766,796,"1,583","1,262","1,139","1,175",773,759,855,"1,067",10.9,1.0,-21.4,-30.9,-37.8,749,442,71,-365
536,일진머티리얼즈,"5,020","5,502","5,369","6,889","3,575","5,927","5,189","9,594","1,090","1,010","1,086","1,486","6,922","10,369","10,810","17,536","1,638","2,215","2,274","4,043",8.1,6.2,5.4,4.0,4.5,"1,098","1,638","2,030","2,570"
537,일진전기,"7,314","6,683","7,079","9,324","2,953","3,041","3,057","3,586","3,709","2,731","2,776","3,671","7,786","7,809","7,904","8,379","4,783","4,771","4,815","5,149",-0.3,-1.9,0.5,0.6,1.8,"1,271","1,302","1,358","1,493"
538,일진홀딩스,"9,294","8,962","9,340","11,901","4,598","5,303","4,913","9,302","5,078","3,925","3,782","5,325","11,166","11,886","11,585","16,116","6,691","6,721","6,390","7,268",-1.9,0.1,1.9,1.4,2.4,"1,292","1,377","1,294","2,247"
539,잇츠한불,"2,141","2,026","1,464","1,402","3,907","3,911","3,687","3,583",519,574,389,337,"5,356","5,394","5,081","4,947",608,637,398,362,7.6,3.4,1.4,-0.7,-1.4,"1,388","1,310","1,154",964
540,자화전자,"3,583","3,630","3,007","3,479","1,962","1,796","1,978","2,243",733,672,665,"1,372","3,522","3,485","3,560","4,379",752,699,835,"1,392",5.6,-0.3,-0.1,-1.8,5.4,"2,516","2,479","2,443","2,647"
541,전방,"1,493","1,375","1,052","1,337",640,407,"2,212","2,807","2,027","2,057","2,118","2,147","3,640","3,866","3,734","3,833","2,390","2,553","2,331","2,393",-2.9,-6.0,-10.7,1.6,0.0,-109,-425,59,63
542,제이에스코퍼레이션,"2,056","2,531","4,028","9,870","1,243","1,157","3,010","3,596",329,376,"3,236","3,014","1,895","2,016","5,044","5,523",342,447,"3,537","3,504",3.0,3.1,4.2,0.7,9.1,831,843,814,"1,235"
543,제이준코스메틱,"1,320",526,305,205,"1,371",549,179,267,413,682,269,191,"2,149","1,239",879,799,883,706,281,197,20.4,-0.8,-52.7,-20.8,-47.5,377,-466,-684,"-1,070"
544,제일기획,"34,779","34,217","27,479","33,257","18,016","17,699","17,423","20,186","11,657","10,982","10,639","12,242","21,721","22,528","22,425","25,421","12,793","12,960","12,269","14,148",5.9,6.0,6.3,7.0,7.0,"11,429","11,958","12,716","13,453"
545,제일약품,"6,271","6,714","6,913","7,007","2,734","2,641","2,775","2,847","1,946","2,085","2,181","2,219","4,029","4,004","4,097","4,265","2,180","2,315","2,372","2,591", ,0.5,-2.6,1.7,-3.6,189,-12,28,-104
546,제일연마,822,811,732,797,536,542,518,539,178,142,89,86,"1,015","1,025",987,"1,065",222,185,128,136,4.1,5.2,6.3,3.3,5.9,806,849,870,907
547,제일파마홀딩스,"1,427","7,318","7,620","7,626","3,379","3,136","3,351","3,351","2,810","3,138","3,273","2,980","9,201","8,453","8,874","8,924","3,305","3,634","3,881","3,921",141.5,1.3,-10.8,1.7,-1.5,"2,612","1,646","1,758","1,722"
549,제주항공,"12,594","13,840","3,770","2,731","4,782","4,557","3,004","3,906","4,032","5,567","4,589","4,883","10,316","14,675","11,686","12,668","6,492","11,424","9,518","10,827",11.1,7.7,-2.7,-23.3,-22.4,"1,627","1,058","-1,971","-3,115"
550,조광페인트,"2,095","2,034","2,013","2,385","1,032",984,935,"1,089",936,941,966,915,"3,036","3,125","3,500","3,470","1,296","1,398","1,476","1,725",1.7,-1.4,-0.8,1.4,-7.0,"1,636","1,621","1,662","1,392"
553,조선내화,"7,892","7,572","7,052","7,463","3,695","3,658","4,507","4,156","2,866","2,804","4,052","4,482","10,306","10,691","12,463","13,493","3,369","3,657","5,136","5,607",2.3,5.7,3.1,3.4,2.6,"5,011","5,180","5,377","5,600"
557,종근당,"9,562","10,793","13,030","13,436","3,903","4,711","6,001","6,671","2,045","2,771","3,206","3,202","7,115","8,014","9,463","10,467","2,806","3,264","3,947","4,809",8.2,6.0,7.0,10.4,4.3,"1,426","1,890","2,722","3,021"
