2018_매출액,2019_매출액,2020_매출액,2021_매출액,2018_유동자산,2019_유동자산,2020_유동자산,2021_유동자산,2018_유동부채,2019_유동부채,2020_유동부채,2021_유동부채,2018_총자산,2019_총자산,2020_총자산,2021_총자산,2018_총부채,2019_총부채,2020_총부채,2021_총부채,2017_roa,2018_roa,2019_roa,2020_roa,2021_roa,2018_이익잉여금,2019_이익잉여금,2020_이익잉여금,2021_이익잉여금,2018_자기자본,2019_자기자본,2020_자기자본,2021_자기자본,종목,번호,category
1439,1312,1074,997,739,763,731,762,322,336,271,246,1761,1808,1747,1799,326,341,272,247,16.4,3.2,2.7,1.5,2.0,1284,1312,1326,1354,1435,1467,1475,1552,영보화학,014440,1027
21013,23883,24664,27925,13371,15009,16846,20448,4694,6229,5950,5252,26389,31045,30383,35476,9758,11356,10443,11134,4.1,4.5,6.1,5.9,10.2,9799,11303,13569,16330,16631,19689,19940,24342,영원무역,111770,1016
25187,27380,28510,32405,16704,18634,21501,26196,5243,6712,6488,5958,32622,37894,37325,43256,10820,12137,11154,11705,4.2,5.1,6.5,6.2,11.1,8274,9388,11220,13289,21802,25757,26171,31551,영원무역홀딩스,009970,1021
29714,30841,31834,35821,13751,14648,15784,18467,7100,6685,7892,10108,47216,48327,50009,55210,12142,11342,12887,16187,6.1,1.0,4.3,1.7,3.2,30158,32300,33431,34600,35074,36985,37122,39023,영풍,000670,1027
1112,997,982,1206,821,541,730,855,260,170,175,194,1390,1395,2021,2096,278,198,756,776,3.1,10.7,6.7,5.0,3.1,843,926,1007,1062,1112,1197,1265,1320,영풍제지,006740,1027
1965,1975,1997,4086,1050,1449,1214,2422,900,979,1351,2274,2930,3109,3377,5190,1266,1445,1911,3210,-1.4,-1.8,0.4,-7.0,2.3,1122,1123,901,964,1664,1664,1466,1980,영흥,012160,1027
10954,11082,11014,12667,5063,6924,8785,5550,4329,4500,5400,4222,14646,15443,15641,14230,8647,9353,10428,8894,2.0,-2.5,1.5,-5.0,1.8,5158,5270,4520,4638,5999,6090,5213,5336,예스코홀딩스,015360,1021
22468,23597,25959,27390,8226,6698,7799,10281,5217,5248,5702,7013,20635,21521,23393,26058,7878,8056,8974,10674,8.0,8.5,4.7,4.9,5.3,12602,13312,14119,15164,12757,13465,14419,15384,오뚜기,007310,1027
304,372,520,452,323,237,291,398,149,135,152,221,841,759,715,821,214,234,230,293,-9.1,-22.0,-16.0,-21.2,5.9,-613,-75,-197,-162,627,525,485,528,오리엔트바이오,002630,1027
19977,21036,22805,24151,8032,7608,9425,13008,5430,4954,4382,6410,43421,43663,44976,49618,11655,10287,10028,10909,41.2,2.7,3.6,4.9,4.8,2666,2914,3457,4055,31766,33376,34948,38709,오리온홀딩스,001800,1021
739,523,604,1216,716,724,299,1218,342,328,417,1018,1112,1198,709,1368,348,442,514,1035,-11.9,-16.5,-14.3,-71.1,-18.9,-618,-780,-1454,-1627,764,756,195,333,웰바이오텍,010600,1016
1814,1294,1274,2363,1040,1088,1671,1009,1871,2233,3467,2014,8128,8499,9119,8415,3986,4542,5341,4552,1.9,1.2,-1.7,-2.0,1.0,1546,1369,1193,1275,4142,3957,3778,3863,용평리조트,070960,1026
891,951,966,1099,810,506,749,774,330,303,377,711,982,1000,1355,2203,413,438,520,934,6.7,5.4,0.2,7.8,18.2,123,107,203,530,569,562,835,1269,팜젠사이언스,004720,1027
336,562,66,186,543,456,345,824,425,332,588,533,614,698,1383,1763,429,339,622,569,-8.9,-24.7,-7.3,10.8,5.0,-323,-371,-259,-181,185,359,761,1194,우리들휴브레인,118000,1016
2893,3408,3886,4805,1392,2012,1784,1976,966,1466,1232,1521,2822,3359,3135,3446,1230,1627,1361,1724,0.4,-1.6,3.8,1.8,-1.8,1506,1633,1671,1618,1592,1732,1774,1722,우성,006980,1027
3030,2890,2407,2623,1567,1698,1836,1782,1589,1670,1898,1945,2972,3167,3245,3096,1867,1983,2243,2204,-0.3,-1.4,1.7,-4.4,-4.1,714,942,778,658,1105,1184,1002,892,우신시스템,017370,1027
939,889,892,1076,615,756,699,995,380,311,532,282,2110,1999,2402,2298,800,671,738,702,-8.4,-3.6,-6.8,15.4,-2.6,343,224,546,448,1310,1328,1664,1596,우진,105840,1027
1719,1818,2050,2340,1196,1091,1167,1266,1018,1651,1659,1608,2877,2678,2676,2764,2210,2152,2068,1942,0.2,-4.5,-4.9,2.9,8.3,470,330,410,625,667,526,608,822,우진플라임,049800,1027
2787,8199,8862,9799,4863,25758,5540,4966,4977,25576,7621,5885,7599,29016,10870,10660,5342,26366,8979,8455,0.8,-12.6,-13.0,-1.3,3.2,847,-852,-1122,-886,2257,2650,1891,2205,웅진,016880,1021
6429,6522,6461,8139,4705,22362,4466,4612,3218,19632,2861,3701,6533,24536,6661,7716,3343,19818,2914,3981,4.8,3.8,-9.7,0.0,6.2,1248,936,2052,2372,3190,4718,3747,3735,웅진씽크빅,095720,1026
789,791,684,797,681,776,986,914,273,301,315,267,1500,1631,1773,1703,374,468,439,348,3.8,0.3,2.8,10.8,1.6,645,674,829,829,1126,1163,1334,1355,원림,005820,1027
2777,2696,2396,2765,2008,1658,1802,1956,1499,1605,1630,1658,3048,2810,2848,2941,1728,1792,1857,1834,0.2,-2.2,-12.5,-0.9,-3.0,25,-339,-360,-439,1320,1018,991,1107,윌비스,008600,1016
8140,8752,8905,10973,4402,4308,4910,6708,3075,2371,2606,2871,11119,10763,11208,13477,4564,3675,3388,3546,3.8,3.2,6.2,7.0,14.8,6512,7115,7758,9286,6555,7088,7820,9931,유니드,014830,1027
2089,2101,1892,2159,1108,1294,1298,1338,1248,1306,1173,1246,3066,3252,3544,3662,1593,1824,1784,1825,0.7,-18.0,-4.0,4.5,2.9,997,810,944,1016,1473,1428,1760,1837,유니온,000910,1027
1123,1068,935,1183,667,800,841,872,495,542,617,667,1443,1749,1845,1867,657,888,1013,1028,-0.6,-6.2,1.4,-0.8,0.3,362,351,314,318,786,861,832,839,유니온머티리얼,047400,1027
836,1088,1262,1233,713,885,975,998,539,596,892,1282,1186,1697,2858,3359,557,810,1822,2079,7.4,11.1,11.2,4.9,1.1,107,257,349,368,629,887,1036,1280,유니켐,011330,1027
2656,3353,4028,5910,1859,1913,2148,2717,1133,1275,1367,1701,3241,3497,3800,4903,1325,1353,1433,1818,3.2,3.6,6.7,5.6,13.9,1626,1850,2048,2640,1916,2144,2367,3085,유니퀘스트,077500,1016
2466,2596,2415,2764,1946,2115,1985,1768,391,440,725,519,3756,3964,4113,4100,852,905,1162,1049,1.8,1.8,4.9,-0.7,2.5,2371,2498,2402,2444,2904,3059,2951,3051,유성기업,002920,1027
3843,3661,3348,5037,2393,4444,3125,3088,822,1687,992,739,5411,5220,4982,5017,2095,1934,1099,937,4.5,4.8,-0.5,12.3,7.8,303,337,2216,2335,3316,3286,3883,4080,유수홀딩스,000700,1026
911,1083,1074,1015,755,613,769,806,769,805,792,281,1942,1948,1132,1185,867,922,813,309,2.7,-15.1,-11.1,-28.0,-8.3,-206,-406,-802,-899,1075,1026,319,876,와이투솔루션,011690,1027
335,266,271,297,331,290,323,419,101,89,92,69,512,462,486,617,102,108,131,95,-12.1,3.6,-10.6,-2.4,26.5,236,186,180,319,410,354,355,522,유엔젤,072130,1026
831,909,981,1157,689,651,645,989,278,425,184,300,1352,1377,1549,1930,484,472,379,643,3.7,3.4,4.1,1.7,-0.5,397,427,419,365,868,905,1170,1287,유유제약,000220,1027
15188,14804,16199,16878,11110,11170,11955,12241,3497,3522,3822,4320,21738,21172,23935,24638,5221,4672,5470,5279,5.3,2.7,1.7,8.4,4.1,15354,15454,16913,18003,16517,16500,18465,19359,유한양행,000100,1027
4898,5066,5207,5387,2071,2084,2194,2691,1959,1299,1598,1696,6142,6065,6133,6667,2780,2645,2657,3207,4.9,2.5,3.0,3.3,1.3,3118,3177,3236,3216,3362,3420,3476,3460,율촌화학,008730,1027
3396,2797,2569,2768,1166,998,840,1166,1666,1542,1189,1504,4342,4226,3832,4193,2537,2441,2107,2295,1.2,1.5,0.2,0.4,2.9,1185,1172,1168,1253,1805,1785,1725,1898,이건산업,008250,1027
12392,12743,12211,15020,15757,15713,15796,17385,9340,10630,10518,11819,17409,20755,20440,22016,9991,12945,12600,13668,4.6,5.5,5.0,4.1,4.1,6149,6551,6885,7113,7418,7810,7840,8348,이노션,214320,1026
170491,190629,220330,249327,22856,36499,40630,51884,49983,54063,59882,98170,167539,210948,223404,312421,78964,108880,118438,188418,4.0,2.9,1.2,1.7,5.9,27727,27943,30711,45780,88575,102068,104966,124003,이마트,139480,1016
5603,5142,3932,4696,2688,2247,2243,3103,2683,3026,2950,2982,5056,4167,3894,4497,3279,3407,3243,3242,-2.9,-1.5,-19.8,-3.4,-0.9,1168,168,7,-54,1777,760,651,1255,이수페타시스,007660,1027
15311,15137,13133,17033,4653,5574,5129,6686,4150,4771,5082,5218,9357,10604,9691,11689,5332,6843,6832,7771,-0.1,-0.2,-2.2,-14.1,9.0,605,316,-594,-232,4025,3761,2859,3918,이수화학,005950,1027
1213,1410,1652,2224,346,1224,999,1776,57,647,646,2516,800,2053,2259,5193,61,673,786,2616,1.0,-7.5,0.3,-10.4,1.6,-62,-94,-206,-205,739,1380,1473,2577,이아이디,093230,1016
398,404,274,554,380,442,196,487,517,380,272,291,913,1173,906,1028,528,714,351,304,-32.0,-11.7,-32.9,-13.6,-20.2,-186,-565,-703,-901,385,459,555,724,이엔플러스,074610,1027
1230,1316,1300,1428,2244,1303,1178,1648,425,330,488,475,3032,2735,3176,4780,778,522,875,2327,5.2,0.5,1.7,1.3,1.4,2063,2030,2002,2023,2254,2213,2301,2453,이연제약,102460,1027
691,617,511,578,457,427,800,547,509,899,1018,337,2875,2827,2834,2748,1046,1048,1089,413,-1.1,-0.6,-1.7,-1.3,21.2,525,479,455,925,1829,1779,1745,2335,이화산업,000760,1016
1976,2025,1528,1487,948,835,770,722,666,672,809,718,1381,1494,1386,1253,718,867,975,873,0.5,0.2,-2.3,-15.1,-15.2,6,-30,-245,-441,663,627,411,380,인디에프,014990,1027
586,758,578,717,280,206,260,369,140,128,264,425,574,509,762,1094,266,250,331,435,-1.0,-15.7,-44.7,14.3,5.5,-501,-730,-637,-584,308,259,431,659,인스코비,006490,1020
5041,4942,4587,4849,1759,1722,1724,1850,2173,2302,2253,2464,4554,5079,5113,5434,2576,3204,3242,3468,-0.2,0.2,-1.6,-0.5,0.5,1821,1763,1729,1758,1978,1875,1871,1966,인지컨트롤스,023800,1027
5844,5735,5045,5042,1709,1705,1470,1664,960,928,587,872,3478,3653,3402,3606,1677,1803,1485,1692,3.7,4.4,3.0,3.2,1.1,1371,1420,1488,1485,1801,1850,1917,1914,인천도시가스,034590,1017
4924,4782,4583,5889,1791,1549,1794,1805,1744,1477,1147,1538,4701,4200,3860,3886,2468,2398,1968,1817,1.2,-2.9,-9.9,1.1,3.6,660,391,454,657,2233,1802,1892,2069,인터지스,129260,1019
3504,3608,3842,4393,1245,1279,1489,1578,1376,1536,1693,1846,2844,2943,3198,3540,1666,1844,2053,2329,-0.9,0.8,-1.7,1.9,1.6,993,909,927,938,1178,1099,1145,1211,인팩,023810,1027
5039,5175,5618,5601,2105,2334,2332,3016,1629,2118,1850,3641,5647,6127,6053,7090,2878,3598,3507,5484,3.6,2.3,-2.3,-2.1,-15.4,174,-49,149,-820,2769,2529,2546,1606,일동제약,249420,1027
471,2922,5965,5924,549,2633,2914,3676,817,3244,3411,5393,2655,8097,8110,9208,1005,4859,5054,7374,-0.2,-1.4,-6.9,-3.9,-15.6,326,73,-106,-815,1650,3238,3056,1834,일동홀딩스,000230,1027
3640,3758,3410,4162,2121,2382,1263,2124,1789,2158,1412,1637,3087,3509,2985,3793,2187,2598,2082,2699,-4.1,0.8,0.6,0.9,1.7,124,135,148,193,900,911,903,1094,일성건설,013360,1018
5039,4962,4649,6010,3583,3838,4547,4853,1192,1315,1554,1794,9373,9536,9642,10440,2141,2304,2346,2497,1.9,2.4,0.8,1.1,6.4,6845,6867,6982,7582,7232,7232,7296,7943,일신방직,003200,1027
3000,3246,3433,3713,1614,1714,1625,2036,1837,1803,1771,1982,4323,4375,4391,4943,2224,2147,1942,2225,3.0,0.8,4.5,4.9,5.6,-10,210,314,435,2099,2228,2449,2718,일양약품,007570,1027
480,398,313,318,407,315,228,187,242,230,107,198,683,605,468,413,254,310,212,228,-8.4,-10.1,-21.1,-7.9,-16.9,315,180,139,64,429,295,256,185,일정실업,008500,1027
1340,1644,1687,1877,966,1758,1473,5259,440,479,369,729,1599,2498,2477,6418,566,648,592,1067,4.9,4.9,6.4,2.9,2.4,882,961,979,1011,1033,1850,1885,5351,일진다이아,081000,1027
2064,957,669,1014,640,306,194,302,682,673,766,796,1583,1262,1139,1175,773,759,855,1067,10.9,1.0,-21.4,-30.9,-37.8,749,442,71,-365,810,503,284,108,일진디스플,020760,1027
5020,5502,5369,6889,3575,5927,5189,9594,1090,1010,1086,1486,6922,10369,10810,17536,1638,2215,2274,4043,8.1,6.2,5.4,4.0,4.5,1098,1638,2030,2570,5284,8154,8536,13493,일진머티리얼즈,020150,1027
7314,6683,7079,9324,2953,3041,3057,3586,3709,2731,2776,3671,7786,7809,7904,8379,4783,4771,4815,5149,-0.3,-1.9,0.5,0.6,1.8,1271,1302,1358,1493,3003,3038,3089,3230,일진전기,103590,1027
9294,8962,9340,11901,4598,5303,4913,9302,5078,3925,3782,5325,11166,11886,11585,16116,6691,6721,6390,7268,-1.9,0.1,1.9,1.4,2.4,1292,1377,1294,2247,4475,5165,5195,8848,일진홀딩스,015860,1021
2141,2026,1464,1402,3907,3911,3687,3583,519,574,389,337,5356,5394,5081,4947,608,637,398,362,7.6,3.4,1.4,-0.7,-1.4,1388,1310,1154,964,4748,4757,4683,4585,잇츠한불,226320,1027
3583,3630,3007,3479,1962,1796,1978,2243,733,672,665,1372,3522,3485,3560,4379,752,699,835,1392,5.6,-0.3,-0.1,-1.8,5.4,2516,2479,2443,2647,2770,2786,2725,2987,자화전자,033240,1027
1493,1375,1052,1337,640,407,2212,2807,2027,2057,2118,2147,3640,3866,3734,3833,2390,2553,2331,2393,-2.9,-6.0,-10.7,1.6,0.0,-109,-425,59,63,1250,1313,1403,1440,전방,000950,1027
2056,2531,4028,9870,1243,1157,3010,3596,329,376,3236,3014,1895,2016,5044,5523,342,447,3537,3504,3.0,3.1,4.2,0.7,9.1,831,843,814,1235,1553,1569,1507,2019,제이에스코퍼레이션,194370,1027
1320,526,305,205,1371,549,179,267,413,682,269,191,2149,1239,879,799,883,706,281,197,20.4,-0.8,-52.7,-20.8,-47.5,377,-466,-684,-1070,1266,533,598,602,제이준코스메틱,025620,1027
34779,34217,27479,33257,18016,17699,17423,20186,11657,10982,10639,12242,21721,22528,22425,25421,12793,12960,12269,14148,5.9,6.0,6.3,7.0,7.0,11429,11958,12716,13453,8928,9568,10156,11273,제일기획,030000,1026
822,811,732,797,536,542,518,539,178,142,89,86,1015,1025,987,1065,222,185,128,136,4.1,5.2,6.3,3.3,5.9,806,849,870,907,793,840,859,929,제일연마,001560,1027
1427,7318,7620,7626,3379,3136,3351,3351,2810,3138,3273,2980,9201,8453,8874,8924,3305,3634,3881,3921,141.5,1.3,-10.8,1.7,-1.5,2612,1646,1758,1722,5896,4819,4993,5003,제일파마홀딩스,002620,1026
12594,13840,3770,2731,4782,4557,3004,3906,4032,5567,4589,4883,10316,14675,11686,12668,6492,11424,9518,10827,11.1,7.7,-2.7,-23.3,-22.4,1627,1058,-1971,-3115,3824,3251,2168,1841,제주항공,089590,1019
2095,2034,2013,2385,1032,984,935,1089,936,941,966,915,3036,3125,3500,3470,1296,1398,1476,1725,1.7,-1.4,-0.8,1.4,-7.0,1636,1621,1662,1392,1740,1727,2024,1745,조광페인트,004910,1027
7892,7572,7052,7463,3695,3658,4507,4156,2866,2804,4052,4482,10306,10691,12463,13493,3369,3657,5136,5607,2.3,5.7,3.1,3.4,2.6,5011,5180,5377,5600,6937,7034,7327,7886,조선내화,000480,1027
9562,10793,13030,13436,3903,4711,6001,6671,2045,2771,3206,3202,7115,8014,9463,10467,2806,3264,3947,4809,8.2,6.0,7.0,10.4,4.3,1426,1890,2722,3021,4309,4750,5516,5658,종근당,185750,1027
1245,1372,1246,1422,783,800,884,1043,236,450,461,443,1845,2333,2835,2985,369,749,1147,1370,4.5,4.4,5.9,2.4,-2.3,1092,1200,1259,1189,1476,1584,1688,1615,종근당바이오,063160,1027
5311,7206,8581,9260,2887,3358,3944,4369,1433,2395,2804,3177,8714,10747,12585,13676,2007,3347,4182,5277,8.8,6.3,8.2,9.7,2.0,2404,2812,3548,3644,6707,7400,8403,8399,종근당홀딩스,001630,1027
443,419,627,882,323,398,414,478,103,114,124,84,607,618,576,597,160,190,199,144,-11.7,-8.8,-7.8,-5.0,5.3,-145,-191,-218,-188,447,428,377,453,주연테크,044380,1027
4572,4775,4458,5313,2088,2149,2254,2592,1646,1730,1836,2224,4752,4869,4885,5225,2441,2532,2604,2738,2.5,-0.2,0.4,-1.6,2.1,2031,2052,1995,2141,2311,2337,2281,2487,지엠비코리아,013870,1027
24873,23679,20989,25368,6420,5905,5839,7115,9591,9150,9209,15147,56580,58926,60731,65174,40978,43632,42694,46942,1.3,-4.0,-0.4,0.5,0.3,13907,13610,13848,13979,15602,15294,18037,18232,지역난방공사,071320,1017
796,783,707,731,144,181,139,93,200,383,487,102,637,738,636,478,369,545,541,155,-9.5,4.8,-16.3,-16.1,-29.8,-117,-242,-341,-504,268,193,95,323,지코,010580,1027
5382,5421,3756,4585,5949,4623,4891,5162,4915,3538,3772,3943,6328,5037,5304,5649,5024,3608,3850,4037,2.1,2.5,2.7,1.8,3.2,684,799,844,979,1304,1429,1454,1612,지투알,035000,1026
1201,779,545,590,1036,889,739,816,547,434,302,346,1607,1451,1285,1364,560,450,314,358,6.2,3.5,-1.8,-1.3,2.7,287,235,205,242,1047,1001,971,1006,진도,088790,1016
594,618,643,764,198,239,319,308,126,106,202,204,507,545,707,779,153,135,273,304,3.6,4.9,13.0,8.2,8.3,251,306,335,371,354,410,434,475,진양산업,003780,1027
301,351,371,531,71,83,98,124,130,73,82,98,350,434,448,481,160,168,179,186,1.5,2.7,19.3,3.7,8.2,116,192,195,220,190,266,269,295,진양폴리,010640,1027
2418,2253,2115,2248,1553,1298,1393,1650,1023,932,1014,1145,4962,5139,5480,5661,1371,1413,1593,1760,3.2,0.9,4.5,5.7,2.7,1559,1627,1801,1806,3591,3726,3887,3901,진양홀딩스,100250,1027
343,412,415,387,382,366,1088,1332,188,227,367,345,493,512,1366,2495,199,271,381,440,-42.6,-25.1,-15.2,-19.9,-8.3,-537,-623,-816,-993,294,241,985,2055,진원생명과학,011000,1027
2067,1125,1687,1506,2086,1677,4683,4219,1098,850,947,774,7697,7154,7506,6991,6853,6363,6638,6135,2.0,1.9,-2.2,0.9,-0.2,-179,-378,-331,-355,844,791,868,856,참엔지니어링,009310,1027
360,412,292,182,378,176,74,104,420,345,108,85,725,511,207,324,482,440,116,103,-8.0,2.2,-26.6,-32.6,-24.8,-237,-396,-230,-295,243,71,91,221,센트럴인사이트,012600,1027
556,502,429,142,221,180,204,173,453,358,303,299,886,819,812,767,619,591,479,462,-2.1,-4.1,-4.9,-2.8,-6.5,-23,-63,-84,-110,267,228,333,305,체시스,033250,1027
24170,30701,41568,61367,28590,28297,44629,81022,19093,21338,26276,52461,79595,87373,119540,227796,23324,29971,45262,91896,2.1,0.2,-4.1,1.7,9.5,4534,1482,3163,17096,56271,57402,74278,135900,카카오,035720,1026
5261,5119,5764,5538,2748,3304,4349,4025,1054,1027,1273,1153,5744,6805,8734,9645,1581,1732,2144,2172,20.0,44.7,9.1,7.4,6.9,3821,4280,4948,5430,4163,5073,6590,7473,케이씨,029460,1027
5358,5434,9021,14242,2328,2257,4899,6162,872,614,3158,3336,5005,4797,9217,10646,1127,884,3554,4126,5.5,-5.3,0.4,-1.7,7.3,2214,2294,2378,2965,3878,3913,5663,6520,코리아써키트,007810,1027
12597,13307,13829,15915,5958,6183,6226,7922,6504,7164,7181,7877,10615,12044,11890,14119,8197,8879,9171,9465,1.9,2.1,1.6,-2.4,2.6,1348,1615,1738,2481,2418,3165,2719,4654,코스맥스,192820,1027
4383,4684,5259,5760,2068,2353,2466,2740,4096,4375,4243,4228,8798,8927,8816,9547,5200,5367,5493,6128,0.8,1.6,-1.6,-1.9,0.5,1017,994,891,1010,3598,3560,3323,3419,코스맥스비티아이,044820,1021
6781,4068,3555,5126,1254,1518,2037,1992,2010,1795,2640,2552,4930,5170,6685,6813,3305,2858,4185,3785,5.9,-1.9,-2.9,-2.6,3.5,-1013,-498,-290,-207,1625,2312,2500,3028,코스모화학,005420,1027
1086,1129,982,1108,384,358,298,339,517,466,447,556,785,773,732,793,551,520,492,603,-0.7,-0.2,2.7,-2.3,-6.9,-1,21,9,-42,234,253,240,190,코아스,071950,1027
43245,42844,48902,54104,12555,13203,13520,14228,19318,20913,22101,20468,34739,36186,37081,39663,26447,28967,28491,29149,2.8,-0.1,-0.6,4.6,4.4,2220,1869,3217,4551,8292,7219,8590,10514,코오롱,002020,1021
33583,34841,39282,47495,9485,9939,11159,11705,12579,12858,15388,14282,20334,22054,24699,25757,15867,17504,19836,19624,0.7,0.7,1.6,3.4,5.4,1898,2130,2787,4083,4467,4550,4863,6133,코오롱글로벌,003070,1018
44598,44072,39703,46621,19552,20791,18700,22132,23244,22450,21544,22324,55729,52931,50437,56013,33643,31668,27516,30507,2.3,0.8,0.4,4.0,3.8,9888,10131,11885,13545,22086,21263,22921,25506,코오롱인더,120110,1027
3213,3303,2952,4053,1208,1185,1079,1709,991,931,697,1181,3410,3387,3179,3691,1436,1411,1197,1485,5.3,3.5,1.6,0.9,6.3,755,758,764,986,1974,1976,1982,2206,코오롱플라스틱,138490,1027
27073,30189,32374,36643,8437,7669,8969,11065,12343,15868,14173,12932,23789,28550,30290,38006,12912,17778,15390,18962,15.8,15.4,12.7,13.8,13.6,9668,9540,13652,17573,10877,10772,14900,19044,코웨이,021240,1026
1252,2388,2386,3825,875,1189,1310,2400,330,626,764,1573,1135,1615,1853,3491,366,666,861,1816,0.7,6.0,0.8,-0.5,1.7,281,279,274,374,769,949,992,1675,콤텍시스템,031820,1026
4933,5283,5878,6851,2474,2670,3263,4022,901,948,1194,1366,7470,8126,9251,10709,1376,1389,1642,1842,75.1,13.7,10.2,12.3,14.5,10611,11210,12069,13317,6094,6737,7609,8867,쿠쿠홀딩스,192400,1021
10921,9045,9232,9282,2810,2440,2237,2606,4458,4389,3625,4194,12865,12382,10934,11157,7928,7783,6062,6264,14.1,0.8,-1.8,3.5,1.0,2457,2201,2395,2426,4937,4599,4872,4893,크라운해태홀딩스,005740,1021
181,302,215,216,805,464,173,440,690,637,53,216,1242,568,274,681,719,663,74,229,-35.6,-21.8,-71.3,-14.0,-13.8,-598,-1215,-1281,-114,523,-95,200,452,아센디오,012170,1026
5635,5196,4306,5168,1992,2341,2167,2478,1829,1618,1466,1659,5427,5614,5413,5847,2324,2182,1957,1992,1.3,2.8,4.6,1.6,5.0,1737,1789,1790,1922,3103,3432,3456,3855,태경산업,015890,1027
474,418,471,541,197,511,520,623,91,98,91,105,1232,1356,1407,1607,152,171,165,198,1.5,2.5,7.6,5.6,7.2,665,773,831,932,1080,1185,1242,1409,태경케미컬,006890,1027
31088,22607,17406,25918,20724,19458,16286,21721,7685,5626,3719,5933,45027,43571,40602,49238,9977,8733,6776,9515,4.5,5.8,3.8,3.7,7.1,30119,31435,33082,36839,35050,34838,33826,39723,태광산업,003240,1027
6087,5729,5620,7129,1520,1260,1148,1532,2286,2141,1876,2046,6068,5663,5668,6009,2692,2454,2424,2573,-0.1,4.6,3.7,0.8,3.6,2421,2234,2255,2409,3376,3209,3244,3436,태림포장,011280,1027
4492,4709,4044,4630,2010,1804,1837,1980,2367,2446,2627,2723,3963,3899,4423,4477,2985,3218,3428,3553,-1.1,-1.4,-5.9,-2.3,-2.8,622,343,234,145,978,681,995,924,태양금속,004100,1027
36911,29671,22815,27517,27908,35284,25012,20097,18865,26382,19347,19641,49586,59161,37983,37348,34763,43447,31515,30256,3.0,5.0,1.8,11.0,1.7,9193,10068,15498,16175,14823,15714,6468,7092,태영건설,009410,1018
9721,9716,7850,8929,2947,3122,3448,4071,3455,3665,3681,3251,5565,6133,6760,7650,4055,4290,4987,6001,1.8,1.9,1.9,-1.9,-2.0,550,672,519,396,1510,1843,1773,1649,태평양물산,007980,1027
1085,1126,1188,1549,304,471,661,749,422,178,389,260,1602,1450,1626,1808,671,443,482,495,4.7,3.2,5.0,9.0,11.0,132,208,345,510,931,1007,1144,1313,테이팩스,055490,1027
421,418,364,348,908,705,823,783,122,146,117,111,1258,1274,1231,1222,151,163,131,128,4.5,5.2,3.4,1.5,1.5,1012,1015,1004,998,1107,1111,1100,1094,텔코웨어,078000,1026
1810,1720,1135,1146,1005,1208,780,656,574,904,900,657,2042,2409,1942,2021,987,1423,1270,1068,-2.9,-3.9,-2.6,-18.2,-4.7,514,442,70,9,1055,986,672,953,토니모리,214420,1027
3728,4022,3464,4027,1104,1382,1395,1771,1377,1478,1318,1748,2124,2654,2796,3399,1721,2024,2128,2522,1.5,2.3,7.2,-6.3,5.4,78,217,78,240,403,630,668,877,티에이치엔,019180,1027
7375,8173,2769,2267,3410,2737,1370,1255,1770,2626,2116,2641,4975,8710,7661,8053,2126,6252,6284,7160,15.6,8.5,-7.0,-17.6,-20.8,-170,-432,-1287,-2030,2849,2458,1377,893,티웨이홀딩스,004870,1027
10157,11650,13339,15369,4118,4433,4683,6138,4860,6321,5909,7606,8832,9792,9893,11076,5733,6793,6822,7937,5.7,0.4,-0.9,1.2,0.2,2272,2153,2224,2238,3099,2999,3071,3139,팜스코,036580,1027
26684,24679,24972,46161,6922,6795,6625,13587,6705,7091,6043,11494,41195,44542,46593,64888,14591,15546,18527,28919,3.4,3.7,3.5,2.0,9.9,852,2360,3286,8513,26604,28996,28066,35969,팬오션,028670,1019
4123,2656,4841,4353,3377,3729,2490,2411,4218,3354,2914,1957,5884,6279,5089,4972,5606,6148,4808,4518,-17.8,-6.1,-4.6,0.0,1.8,-1638,-1762,-1212,-1122,278,131,281,454,페이퍼코리아,001020,1027
3358,3533,3386,4241,934,1039,1152,1229,1397,1369,1475,1410,1784,1942,2032,2201,1562,1607,1776,1941,-4.6,-24.7,-3.9,-3.9,0.1,-479,-549,-628,-624,222,335,256,260,평화산업,090080,1027
5560,5811,5211,6277,1970,2047,2741,2646,2876,3485,3588,3467,4954,5029,5223,5181,3562,3789,4031,4170,-1.1,-12.7,-4.4,-1.7,-3.0,495,333,283,27,1392,1240,1192,1011,평화홀딩스,010770,1027
9403,9167,9073,13473,2519,3078,3054,4323,1964,2519,2303,2614,4542,5034,4854,5864,2355,2823,2581,2640,4.2,2.5,0.5,1.4,18.4,1358,1337,1401,2377,2187,2211,2273,3224,포스코스틸리온,058430,1027
251739,244226,214724,339489,59802,50323,47646,71552,54211,35612,33974,56693,98810,89594,83280,107707,69915,59114,51672,72586,1.9,1.2,2.2,2.7,3.7,17323,18575,20082,22925,28895,30480,31608,35121,포스코인터내셔널,047050,1016
22720,23815,23112,25189,4705,4678,6304,7110,5252,6212,7768,8038,12169,14846,16936,19694,7713,10215,11806,13796,2.8,1.0,-0.6,0.7,0.0,2590,2247,2426,2472,4456,4631,5130,5898,풀무원,017810,1027
27745,24513,25936,35095,13616,12452,13020,18595,8398,7633,7473,11088,26681,25625,25520,31483,12888,11787,11056,14626,5.5,2.3,0.7,2.8,8.5,7427,7326,8104,10336,13793,13838,14464,16857,풍산,103140,1027
